code,context,function,category,severity,cwe,language,project_type,is_vulnerable,source
"exec(compile(src, key, ""exec""), globals)","
def _exec_with_source(src: str, globals: dict[str, Any], co_fields=None):
    key = _loader.cache(src, globals, co_fields)
    exec(compile(src, key, ""exec""), globals)


def _forward_from_src(src: str, globals: dict[str, Any], co_fields=None):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"exec(compile(src, key, ""exec""), globals)","
def _exec_with_source(src: str, globals: dict[str, Any], co_fields=None):
    key = _loader.cache(src, globals, co_fields)
    exec(compile(src, key, ""exec""), globals)


def _forward_from_src(src: str, globals: dict[str, Any], co_fields=None):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"return eval(ts_type.annotation_str, _type_eval_globals)","    eval'ing the annotation_str. _type_eval_globals sets up expressions
    like ""List"" and ""Future"" to map to actual types (typing.List and jit.Future)
    """"""
    return eval(ts_type.annotation_str, _type_eval_globals)


def _torchscript_schema_to_signature_impl(",eval,Code Execution,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"return eval(ts_type.annotation_str, _type_eval_globals)","    eval'ing the annotation_str. _type_eval_globals sets up expressions
    like ""List"" and ""Future"" to map to actual types (typing.List and jit.Future)
    """"""
    return eval(ts_type.annotation_str, _type_eval_globals)


def _torchscript_schema_to_signature_impl(",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"_snake_case_sub = functools.partial(re.compile(r""(?<=[a-z])([A-Z])"").sub, r""_\1"")","

# Replace occurrences where a lowercase letter is followed by an uppercase letter
_snake_case_sub = functools.partial(re.compile(r""(?<=[a-z])([A-Z])"").sub, r""_\1"")

# Find chars that can't be in a Python identifier
_illegal_char_regex = re.compile(""[^0-9a-zA-Z_]+"")",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"_illegal_char_regex = re.compile(""[^0-9a-zA-Z_]+"")","_snake_case_sub = functools.partial(re.compile(r""(?<=[a-z])([A-Z])"").sub, r""_\1"")

# Find chars that can't be in a Python identifier
_illegal_char_regex = re.compile(""[^0-9a-zA-Z_]+"")

# Combined check for variable names:
# 1) Checks name is not empty",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"_name_regex = re.compile(r""^([a-zA-Z_][0-9a-zA-Z_]*?)(?:_(\d+))?$"")","# 2) Checks first character is not a digit
# 3) Checks name has no illegal characters (_illegal_char_regex)
# 3) Splits off the number suffix (if present)
_name_regex = re.compile(r""^([a-zA-Z_][0-9a-zA-Z_]*?)(?:_(\d+))?$"")

# starts with torch but does not start with torch._dynamo. or torch._inductor.
_torch_but_not_dynamo = re.compile(",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
_torch_but_not_dynamo = re.compile(,"_name_regex = re.compile(r""^([a-zA-Z_][0-9a-zA-Z_]*?)(?:_(\d+))?$"")

# starts with torch but does not start with torch._dynamo. or torch._inductor.
_torch_but_not_dynamo = re.compile(
    r""^torch(?:\.(?!_dynamo\.|_inductor\.)[^.]+)*$""
).fullmatch
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"pattern = re.compile(r""^File \""(.+)\"", line (\d+), in (.+)$"")","def _parse_stack_trace(stack_trace: str):
    if stack_trace is None:
        return None
    pattern = re.compile(r""^File \""(.+)\"", line (\d+), in (.+)$"")
    lines = stack_trace.strip().split(""\n"")
    # stacktrace should have innermost frame last, so we
    # iterate backwards to find the first line that starts",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"_counter_regexp = re.compile(r""# COUNTER: (\d+)"")","    ""dim_green"": ""\033[2m\033[32m"",
}
_color_fns = {k: _make_color_fn(v) for k, v in _color_codes.items()}
_counter_regexp = re.compile(r""# COUNTER: (\d+)"")


reflectable_magic_methods = {",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"np = getattr(importlib.import_module(self.mod), self.name)","        self.name = name

    def unpickle(self, unpickle_state: _UnpickleState) -> Callable[..., object]:
        np = getattr(importlib.import_module(self.mod), self.name)
        return torch._dynamo.variables.misc.get_np_to_tnp_map()[np]

    @classmethod",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"assert np == getattr(importlib.import_module(mod), name)","        if not (name := getattr(np, ""__name__"", None)):
            return None

        assert np == getattr(importlib.import_module(mod), name)
        return cls(mod, name)

",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
return pickle.loads(buf),"
    def recv(self):
        buf = self.recv_bytes()
        return pickle.loads(buf)

    def __getattr__(self, name):
        if ""conn"" in self.__dict__:",pickle.loads,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:PyTorch Core
original_trace = pickle.load(fh),"                )

        with open(self.error_files[error_index], ""rb"") as fh:
            original_trace = pickle.load(fh)
        msg = f""\n\n-- Process {error_index:d} terminated with the following error:\n""
        msg += original_trace
        raise ProcessRaisedException(msg, error_index, failed_process.pid)",pickle.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:PyTorch Core
"FACTORY_FUNCTION_REGEX = re.compile(""(new_.*|.*_like)"")","
# Note that this is only factories that take Tensor as input as they are
# the ones we care about.
FACTORY_FUNCTION_REGEX = re.compile(""(new_.*|.*_like)"")


class AccessType(enum.Enum):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
data = pickle.load(f),"            f = sys.stdin.buffer
        else:
            f = open(name, ""rb"")
        data = pickle.load(f)
        if isinstance(data, list):  # segments only...
            data = {""segments"": data, ""traces"": []}
        return data",pickle.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:PyTorch Core
# mod1 = torch.compile(...),"        # invocation. Triggering a backward pass typically doesn't lead to another torch.compile
        # invocation, making it less likely for the generation to increase between multiple
        # backward calls. The following use case is covered by this approach:
        # mod1 = torch.compile(...)
        # mod2 = torch.compile(...)
        # mod2(mod1(x)).sum().backward()
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
# mod2 = torch.compile(...),"        # invocation, making it less likely for the generation to increase between multiple
        # backward calls. The following use case is covered by this approach:
        # mod1 = torch.compile(...)
        # mod2 = torch.compile(...)
        # mod2(mod1(x)).sum().backward()

        self.running_forwards_with_pending_backwards = False",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"""To prevent overwriting, clone the tensor outside of torch.compile() ""","        return (
            ""Error: accessing tensor output of CUDAGraphs that has been overwritten by a subsequent run. ""
            f""Stack trace: {stack_trace}. ""
            ""To prevent overwriting, clone the tensor outside of torch.compile() ""
            ""or call torch.compiler.cudagraph_mark_step_begin() before each model invocation.""
        )
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
tile_vals = eval(tile)  # type: ignore[arg-type],"        info = self.info_dict()
        # TODO(AlnisM): Does tile_shape always exist?
        tile = info[""tile_shape""]
        tile_vals = eval(tile)  # type: ignore[arg-type]
        BLOCK_M = tile_vals[0]
        BLOCK_K = tile_vals[1]
        BLOCK_N = tile_vals[2]",eval,Code Execution,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
tile_vals = eval(tile)  # type: ignore[arg-type],"            info = choice.info_dict()
            tile = info[""tile_shape""]

            tile_vals = eval(tile)  # type: ignore[arg-type]
            BLOCK_M = tile_vals[0]
            BLOCK_K = tile_vals[1]
            BLOCK_N = tile_vals[2]",eval,Code Execution,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
tile_vals = eval(tile)  # type: ignore[arg-type],"        info = self.info_dict()
        # TODO(AlnisM): Does tile_shape always exist?
        tile = info[""tile_shape""]
        tile_vals = eval(tile)  # type: ignore[arg-type]
        BLOCK_M = tile_vals[0]
        BLOCK_K = tile_vals[1]
        BLOCK_N = tile_vals[2]",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
tile_vals = eval(tile)  # type: ignore[arg-type],"            info = choice.info_dict()
            tile = info[""tile_shape""]

            tile_vals = eval(tile)  # type: ignore[arg-type]
            BLOCK_M = tile_vals[0]
            BLOCK_K = tile_vals[1]
            BLOCK_N = tile_vals[2]",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
# Return tuple as triton async compile (_worker_compile_triton),"            with restore_stdout_stderr():
                choice.precompile()
            elapsed_ns = time.time_ns() - start_ns
            # Return tuple as triton async compile (_worker_compile_triton)
            # returns tuple[CachingAutotuner, int]
            return None, elapsed_ns // 1000
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"exec(code.getvalue(), ctx)","                setattr(cls, target, cls._call_default(target))

        ctx: dict[str, Any] = {}
        exec(code.getvalue(), ctx)
        for target, impl in ctx.items():
            if target in OP_NAMES:
                setattr(cls, target, impl)",exec,Code Execution,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"exec(code.getvalue(), ctx)","                setattr(cls, target, cls._call_default(target))

        ctx: dict[str, Any] = {}
        exec(code.getvalue(), ctx)
        for target, impl in ctx.items():
            if target in OP_NAMES:
                setattr(cls, target, impl)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"_ignore_op_re = re.compile(r""_.*|paren"").fullmatch","        raise NotImplementedError


_ignore_op_re = re.compile(r""_.*|paren"").fullmatch


def list_ops(cls: type[Any]):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"yield pickle.loads(content), content","                    data = cache_data[""data""]
                    assert isinstance(data, (str, bytes))
                    content = base64.b64decode(data)
                    yield pickle.loads(content), content
            except Exception:
                log.warning(
                    ""%s unable to load compiled graph"", cls.__name__, exc_info=True",pickle.loads,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:PyTorch Core
"yield pickle.loads(content), content","                    try:
                        with open(os.path.join(subdir, path), ""rb"") as f:
                            content = f.read()
                            yield pickle.loads(content), content
                    except Exception:
                        log.warning(
                            ""fx graph cache unable to load compiled graph"",",pickle.loads,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:PyTorch Core
def compile(,"    """"""

    @classmethod
    def compile(
        cls,
        graph: GraphLowering,
        wrapper_code: str,",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
def compile(,"        return key, input_path

    @classmethod
    def compile(
        cls, source_code: str, dst_file_ext: str, extra_args: Optional[list[str]] = None
    ) -> tuple[str, str, str]:
        """"""",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"obj_path, _, _ = cls.compile(source_code, ""o"", extra_args)","        """"""
        if dst_file_ext == ""so"":
            # Two-step compilation: first compile to .o, then link to .so
            obj_path, _, _ = cls.compile(source_code, ""o"", extra_args)
            key, input_path = cls.write(source_code, dst_file_ext)
            src_files, operation_name = [obj_path], ""Linking""
        else:",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"dst_file_path, hash_key, source_code_path = cls.compile(","                f""Only support loading a .so file for now. ""
                f""Requested file extension: {dst_file_ext}. Source code: {source_code}""
            )
        dst_file_path, hash_key, source_code_path = cls.compile(
            source_code, dst_file_ext
        )
        return (DLLWrapper(dst_file_path), hash_key, source_code_path)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
def compile(,"        return key, input_path

    @classmethod
    def compile(
        cls, source_code: str, dst_file_ext: str, extra_args: Optional[list[str]] = None
    ) -> tuple[str, str, str]:
        """"""",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"dst_file_path, hash_key, source_code_path = cls.compile(","                f""Only support loading a .so file for now. ""
                f""Requested file extension: {dst_file_ext}. Source code: {source_code}""
            )
        dst_file_path, hash_key, source_code_path = cls.compile(
            source_code, dst_file_ext
        )
        return (DLLWrapper(dst_file_path), hash_key, source_code_path)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
func = importlib.import_module(s),"    func = None
    for i, s in enumerate(op.split(""."")):
        if i == 0:
            func = importlib.import_module(s)
        func = getattr(func, s)

    assert callable(func), op + "" can not be loaded through custom_op_wrapper""",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:PyTorch Core
"os.path.join(os.environ[""HALIDE_LIB""], f""../include/{name}"")","                return path
        if ""HALIDE_LIB"" in os.environ:
            path = os.path.abspath(
                os.path.join(os.environ[""HALIDE_LIB""], f""../include/{name}"")
            )
            if os.path.exists(path):
                return path",path_traversal,ML-path_traversal,MEDIUM,CWE-22,Python,ML/AI,1,ML/AI:PyTorch Core
